study_id	chromosome	start	end	mcj_s	mcj_e	class_s	svclass_s	svname_s	svf_s	svlen_s	leftcn_s	rightcn_s	class_e	svclass_e	svname_e	svf_e	svlen_e	leftcn_e	rightcn_e	mech_s	mech_e	mech_c
PD24220	8	91078386	98480333	baseline+1	no	INV	t2tINV	gridss148bb_3313o	95	25389049	3.403	12.6556	DEL	DEL	gridss149fb_7194o	100	12118284	10.8336	3.5862	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD24220	8	99276923	99279745	no	no	INV	t2tINV	gridss148bb_6200o	38	3957376	3.5862	7.5812	DUP	DUP	gridss148bf_3835o	46	6793790	7.5812	3.6677	not_analyzed	not_analyzed	excluded
PD24220	8	99282422	99301746	no	no	BND	TRA	gridss149bf_2583h	42	NA	3.6677	8.2895	INV	h2hINV	gridss148ff_3878o	51	7312384	8.2895	3.896	not_analyzed	not_analyzed	excluded
PD24220	8	99344338	99345929	no	no	INV	t2tINV	gridss148bb_4453o	45	6673017	3.8766	7.7046	DUP	DUP	gridss148bf_4223o	62	6192671	7.7046	3.7362	not_analyzed	not_analyzed	excluded
PD24220	8	100141696	100154052	no	no	DEL	DEL	gridss147fb_15853o	45	15057250	3.7362	8.0263	DEL	DEL	gridss149fb_9418o	38	94	8.0263	3.5743	not_analyzed	not_analyzed	excluded
PD24220	8	100154146	102251960	no	no	DEL	DEL	gridss149fb_9418o	38	94	3.5743	8.2733	INV	h2hINV	gridss149ff_4618o	35	95	6.2371	3.802	not_analyzed	not_analyzed	excluded
PD24220	8	105750704	105833282	no	no	INV	t2tINV	gridss147bb_3551o	48	21037465	3.7022	7.8636	DEL	DEL	gridss150fb_542o	40	34855760	7.8636	3.6426	not_analyzed	not_analyzed	excluded
PD24220	8	106402720	106417366	no	no	DUP	DUP	gridss150bf_225o	47	27314480	3.6426	7.4231	INV	h2hINV	gridss150ff_321o	28	25634406	6.8377	3.5929	not_analyzed	not_analyzed	excluded
PD24220	8	106437853	106517463	no	no	DUP	DUP	gridss150bf_239o	69	30942250	3.5929	10.093	DEL	DEL	gridss150fb_1695o	50	9801703	9.7231	5.7109	not_analyzed	not_analyzed	excluded
PD24220	8	106611412	107072949	no	no	INV	t2tINV	gridss150bb_449o	26	9133009	5.7109	8.0828	INV	h2hINV	gridss149ff_1215o	40	10122232	8.9971	5.6599	not_analyzed	not_analyzed	excluded
PD24220	8	107090155	108569914	no	baseline	INV	t2tINV	gridss150bb_740o	48	10464425	5.6599	10.4821	INV	h2hINV	gridss150ff_1617o	83	44	6.3167	2.3975	not_analyzed	fold_back_inversion	fold_back_inversion
PD24220	8	110598617	110687710	baseline	baseline	DEL	DEL	gridss149fb_7194o	100	12118284	2.4284	10.3602	DEL	DEL	gridss150fb_9488o	90	108353	10.3602	2.4704	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24220	8	110796063	110817657	baseline	baseline	DEL	DEL	gridss150fb_9488o	90	108353	2.4704	10.1112	DEL	DEL	gridss150fb_9651o	100	2962361	10.1112	2.3792	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24220	8	113780018	135739313	baseline	no	DEL	DEL	gridss150fb_9651o	100	2962361	2.3915	8.9118	INV	h2hINV	gridss153ff_167o	49	1201149	9.8136	5.2028	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD24220	8	135952874	137235741	no	no	DEL	DEL	gridss152fb_26064o	38	1698307	5.2028	9.5152	DUP	DUP	gridss153bf_786o	23	70090	8.2112	5.9032	not_analyzed	not_analyzed	excluded
PD24220	8	137349879	137380103	no	baseline	INV	t2tINV	gridss150bb_4061o	33	22486292	4.6351	9.1738	DUP	DUP	gridss150bf_239o	69	30942250	9.1738	2.4703	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD24220	8	137426001	137608496	baseline	baseline	NONE	no	no	NA	NA	2.4703	6.5394	DUP	DUP	gridss152bf_6923o	60	5599583	6.5394	2.3878	no_supporting_sv	intrachromosomal_complex	intrachromosomal_complex
PD24220	8	140689042	140700000	baseline	baseline	DEL	DEL	gridss150fb_542o	40	34855760	2.3878	6.4098	NONE	no	no	NA	NA	6.4098	2.48	intrachromosomal_complex	no_supporting_sv	intrachromosomal_complex
PD24220	9	759662	1056717	baseline	no	BND	TRA	gridss148bb_1676o	69	NA	3.0209	11.5391	DEL	DEL	gridss154fb_2089o	42	42749	11.5391	7.8729	translocation	not_analyzed	translocation
PD24220	9	1057054	1074378	no	no	INV	t2tINV	gridss154bb_693o	46	24439	7.8729	12.0625	BND	TRA	gridss152bf_7166o	33	NA	12.0625	7.8755	not_analyzed	not_analyzed	excluded
PD24220	9	1081494	1097833	no	no	INV	t2tINV	gridss154bb_693o	46	24439	7.8755	11.7961	INV	h2hINV	gridss154ff_717o	20	144	9.6123	8.0658	not_analyzed	not_analyzed	excluded
PD24220	9	1099466	1104908	no	no	DEL	DEL	gridss154fb_2089o	42	42749	8.0658	12.1754	BND	TRA	gridss152bf_8312o	50	NA	12.1754	7.0551	not_analyzed	not_analyzed	excluded
PD24220	9	1109449	1113404	no	no	INV	t2tINV	gridss154bb_728o	27	3137	7.0551	9.6123	DEL	DEL	gridss154fb_2215o	40	1284571	11.5758	7.6066	not_analyzed	not_analyzed	excluded
PD24220	9	2922445	2927125	no	no	BND	TRA	gridss150fb_15149o	16	NA	7.7871	9.4082	BND	TRA	gridss148bf_1634o	22	NA	9.4082	7.5974	not_analyzed	not_analyzed	excluded
PD24220	9	5190449	5215179	baseline	baseline+1	BND	TRA	gridss147bb_2539o	73	NA	2.9042	9.9439	INV	h2hINV	gridss154ff_2650o	79	9589	9.9439	3.9821	translocation	intrachromosomal_complex	translocation
PD24220	9	5215938	5224769	baseline+1	baseline	BND	TRA	gridss148fb_9595o	68	NA	3.9821	9.9798	INV	h2hINV	gridss154ff_2650o	79	9589	9.9798	2.9797	translocation	intrachromosomal_complex	translocation
PD24220	17	23763006	26121977	no	no	CENTROMERE	no	no	NA	NA	3.992	12.3312	DEL	DEL	gridss253fb_532o	95	2269536	19.9335	8.2785	not_analyzed	not_analyzed	excluded
PD24220	17	26184450	29797565	no	baseline+1	SGL	no	no	NA	NA	8.2785	13.6435	INV	h2hINV	gridss253ff_2263o	121	15239	17.6603	4.1635	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD24220	17	29798428	29810468	baseline+1	no	DUP	DUP	gridss253bf_1902o	172	25827	4.1635	29.7072	INV	h2hINV	gridss253ff_2278o	152	2598264	29.7072	5.7533	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD24220	17	29811394	29817435	no	baseline+1	INV	t2tINV	gridss253bb_2237o	143	2719347	5.7533	21.8257	INV	h2hINV	gridss253ff_2283o	94	963	16.7829	4.1292	not_analyzed	fold_back_inversion	fold_back_inversion
PD24220	17	29818091	29824255	baseline+1	below_baseline	DEL	DEL	gridss253fb_8209o	187	4821	4.1292	29.4482	DUP	DUP	gridss253bf_1902o	172	25827	29.4482	1.9578	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24220	17	32119508	32175237	below_baseline	no	DUP	DUP	gridss253bf_2254o	75	6439503	1.9578	10.1024	DEL	DEL	gridss253fb_9991o	44	6772016	10.1024	6.0104	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD24220	17	32244185	32408732	no	below_baseline	DUP	DUP	gridss253bf_2278o	106	16236202	6.0104	20.2832	INV	h2hINV	gridss253ff_2278o	152	2598264	29.7945	1.9206	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD24220	17	32530741	34323916	below_baseline	below_baseline	INV	t2tINV	gridss253bb_2237o	143	2719347	1.9206	18.9347	INV	h2hINV	gridss253ff_3750o	111	3936718	20.0385	1.937	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24220	17	36701663	38559011	below_baseline	below_baseline	INV	t2tINV	gridss254bb_131o	168	1059472	1.937	29.3675	DUP	DUP	gridss253bf_2254o	75	6439503	9.5865	1.9655	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24220	17	48205975	48480387	baseline	no	DUP	DUP	gridss255bf_428o	63	6466143	3.0111	16.9928	DUP	DUP	gridss253bf_2278o	106	16236202	16.9928	4.5463	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD24220	17	49415365	50613217	no	no	DEL	DEL	gridss254fb_1047o	127	12522289	4.9431	25.0054	DEL	DEL	gridss255fb_6808o	25	22614473	12.3146	6.6543	not_analyzed	not_analyzed	excluded
PD24220	17	50625220	50647887	no	no	INV	t2tINV	gridss255bb_1358o	30	23019949	6.6543	10.2175	INV	h2hINV	gridss255ff_1382o	26	22737812	10.3332	6.9077	not_analyzed	not_analyzed	excluded
PD24220	17	50681746	50727864	no	no	DUP	DUP	gridss255bf_1139o	33	6767106	6.9077	10.6099	INV	h2hINV	gridss255ff_1403o	37	9338012	10.6099	6.5937	not_analyzed	not_analyzed	excluded
PD24220	17	52650841	54906839	no	baseline	INV	t2tINV	gridss255bb_1843o	17	5208247	8.199	10.684	INV	h2hINV	gridss255ff_2538o	71	6829224	9.4804	3.0761	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD24220	17	57855111	58164955	no	no	DEL	DEL	gridss254fb_1098o	125	20921107	4.8422	20.5891	INV	h2hINV	gridss256ff_639o	43	150	15.594	8.6898	not_analyzed	not_analyzed	excluded
PD24220	17	61283243	61535519	no	no	DEL	DEL	gridss254fb_2081o	66	23797429	8.5142	14.8678	INV	h2hINV	gridss256ff_1390o	15	9602	11.1125	8.949	not_analyzed	not_analyzed	excluded
PD24220	17	61544414	61736063	no	no	INV	t2tINV	gridss255bb_1080o	16	11658479	8.949	10.2092	INV	h2hINV	gridss255ff_2538o	71	6829224	14.6067	8.4954	not_analyzed	not_analyzed	excluded
PD24220	17	63114226	63187484	no	no	SGL	no	no	NA	NA	6.6715	10.2824	DUP	DUP	gridss256bf_625o	20	4307650	10.2824	8.5105	not_analyzed	not_analyzed	excluded
PD24220	17	67382556	67554432	no	baseline	DEL	DEL	gridss253fb_2576o	59	39980985	4.6302	12.1303	INV	h2hINV	gridss257ff_439o	116	6594845	15.1908	2.9533	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD24220	17	70904272	71495691	baseline	baseline	INV	t2tINV	gridss257bb_918o	104	2174033	2.9533	15.9836	SGL	no	no	NA	NA	21.7781	2.9698	intrachromosomal_complex	no_supporting_sv	intrachromosomal_complex
PD24220	17	73078306	74149278	no	baseline	INV	t2tINV	gridss257bb_918o	104	2174033	4.9265	18.3147	INV	h2hINV	gridss257ff_439o	116	6594845	15.6116	2.8994	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD24220	18	12900883	13657942	no	no	INV	t2tINV	gridss259bb_1262o	47	616	6.3186	12.0213	INV	h2hINV	gridss259ff_1605o	103	10152	20.3235	5.1767	not_analyzed	not_analyzed	excluded
PD24220	19	49766051	52218666	baseline	baseline	INV	t2tINV	gridss271bb_625o	48	512	3.8073	8.1957	BND	TRA	gridss252bf_771o	77	NA	13.335	3.7109	fold_back_inversion	translocation	tra+fbi
PD24221	1	17270001	17275000	below_baseline	below_baseline	NONE	no	no	NA	NA	1.4641	9.535	NONE	no	no	NA	NA	9.535	2.4689	no_supporting_sv	no_supporting_sv	no_supporting_sv
PD24224	3	174386290	174607246	baseline+1	no	DUP	DUP	gridss66bf_3639o	19	4841445	4.88	13.2987	DEL	DEL	gridss66fb_20391o	11	11294	13.2987	11.8805	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD24224	3	174617889	175093584	no	no	BND	TRA	gridss66bb_4332h	12	NA	11.8805	13.2891	INV	h2hINV	gridss66ff_4813o	32	1116123	14.7778	11.3732	not_analyzed	not_analyzed	excluded
PD24224	3	175095013	176347968	no	no	INV	t2tINV	gridss66bb_4777o	20	3754423	11.3732	14.8537	INV	h2hINV	gridss66ff_6283o	16	190	10.3391	6.7813	not_analyzed	not_analyzed	excluded
PD24224	3	177220955	177728347	no	baseline+1	INV	t2tINV	gridss66bb_6235o	9	811884	9.968	13.8736	DEL	DEL	gridss67fb_2504o	35	746	13.8736	5.4882	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD24224	3	177729093	177773805	baseline+1	no	DEL	DEL	gridss67fb_2504o	35	746	5.4882	13.2774	SGL	no	no	NA	NA	13.2774	8.6	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD24224	3	178849436	179227735	no	baseline+1	INV	t2tINV	gridss66bb_4777o	20	3754423	8.6454	18.5202	DUP	DUP	gridss66bf_3639o	19	4841445	13.1139	5.4546	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD24224	8	40888001	45338886	no	baseline	NONE	no	no	NA	NA	4.0085	6.0523	CENTROMERE	no	no	NA	NA	6.0523	4.0053	not_analyzed	no_supporting_sv	intrachromosomal_complex
PD24224	11	68682838	70611171	no	no	DUP	DUP	gridss188bf_1647o	17	1928333	3.8455	6.0128	DUP	DUP	gridss188bf_1647o	17	1928333	6.0128	4.0146	not_analyzed	not_analyzed	excluded
PD24225	17	33589001	33590742	baseline	baseline+1	NONE	no	no	NA	NA	1.9679	17.2481	DEL	DEL	gridss253fb_5422o	107	24281289	17.2481	2.8162	no_supporting_sv	intrachromosomal_complex	intrachromosomal_complex
PD24225	17	33993662	34049599	baseline+1	baseline	DUP	DUP	gridss253bf_1239o	52	22739218	2.8162	17.8894	DEL	DEL	gridss253fb_5884o	41	23267714	17.8894	1.8951	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24225	17	35523001	36076000	no	no	NONE	no	no	NA	NA	4.659	6.3872	NONE	no	no	NA	NA	6.3872	4.5998	not_analyzed	not_analyzed	excluded
PD24225	17	36151047	36837807	no	baseline	DUP	DUP	gridss254bf_55o	29	21490388	4.5998	11.7477	DEL	DEL	gridss254fb_926o	72	886971	26.9519	1.6966	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD24225	17	37724778	37906754	baseline	baseline	DEL	DEL	gridss254fb_926o	72	886971	1.6966	27.6598	DEL	DEL	gridss254fb_1683o	44	18830102	17.6038	2.2156	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24225	17	37906824	37936930	baseline	baseline	INV	t2tINV	gridss254bb_661o	27	895	2.2156	18.414	DEL	DEL	gridss254fb_1711o	53	9077201	18.414	1.8688	fold_back_inversion	intrachromosomal_complex	fold_back_inversion
PD24225	17	47014131	47936665	baseline	baseline+1	DEL	DEL	gridss254fb_1711o	53	9077201	1.8688	17.7275	DEL	DEL	gridss255fb_1887o	28	9393977	12.0166	2.7097	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24225	17	50697424	50894007	baseline	baseline	INV	t2tINV	gridss255bb_1286o	69	6060544	2.1703	30.8658	INV	h2hINV	gridss254ff_661o	NA	12987520	45.5924	2.0671	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24225	17	56698698	56732880	baseline	baseline	DUP	DUP	gridss256bf_97o	65	53524	2.0671	17.9858	DUP	DUP	gridss253bf_1239o	52	22739218	17.9858	1.5642	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24225	17	56736856	56752222	baseline	below_baseline	DEL	DEL	gridss254fb_1683o	44	18830102	1.5642	18.6403	DUP	DUP	gridss256bf_97o	65	53524	18.6403	1.2063	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24225	17	56757968	60423000	below_baseline	no	INV	t2tINV	gridss255bb_1286o	69	6060544	1.2063	29.6703	NONE	no	no	NA	NA	7.6286	5.7261	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD24225	19	37358666	39021945	no	baseline	INV	t2tINV	gridss270bb_349o	32	1027	5.2885	10.8924	INV	h2hINV	gridss270ff_970o	24	3927	11.3074	1.9234	not_analyzed	fold_back_inversion	fold_back_inversion
PD24303	1	39575241	49492365	no	no	DEL	DEL	gridss3fb_20052o	8	36	3.8016	6.0898	DEL	DEL	gridss4fb_22935o	6	1014553	6.4237	4.5087	not_analyzed	not_analyzed	excluded
PD24303	1	60767186	60777796	no	no	DUP	DUP	gridss6bf_376o	7	10610	4.8098	6.2061	DUP	DUP	gridss6bf_376o	7	10610	6.2061	4.7466	not_analyzed	not_analyzed	excluded
PD24303	3	89642735	89647005	no	no	DUP	DUP	gridss58bf_1075o	13	4270	5.3453	7.9015	DUP	DUP	gridss58bf_1075o	13	4270	7.9015	5.5509	not_analyzed	not_analyzed	excluded
PD24303	5	50495203	50497253	no	no	DUP	DUP	gridss93bf_326o	9	2050	3.6779	6.5258	DUP	DUP	gridss93bf_326o	9	2050	6.5258	3.6955	not_analyzed	not_analyzed	excluded
PD24303	9	2238672	2809010	no	no	DUP	DUP	gridss154bf_803o	6	570338	7.3402	9.159	DUP	DUP	gridss154bf_803o	6	570338	9.159	7.7603	not_analyzed	not_analyzed	excluded
PD24303	10	130122974	135534747	no	no	INV	t2tINV	gridss168bb_886o	12	127679557	3.8257	6.5894	TELOMERE	no	no	NA	NA	6.679	NA	not_analyzed	not_analyzed	excluded
PD24303	12	38824316	38827798	no	no	DUP	DUP	gridss199bf_151o	7	3482	4.4329	6.4373	DUP	DUP	gridss199bf_151o	7	3482	6.4373	3.8047	not_analyzed	not_analyzed	excluded
PD24303	13	60227264	60234058	no	no	DUP	DUP	gridss214bf_1159o	16	6794	7.147	10.4399	DUP	DUP	gridss214bf_1159o	16	6794	10.4399	7.3581	not_analyzed	not_analyzed	excluded
PD24303	14	99159697	99164801	no	no	DUP	DUP	gridss230bf_241o	11	5104	3.966	6.1849	DUP	DUP	gridss230bf_241o	11	5104	6.1849	3.7804	not_analyzed	not_analyzed	excluded
PD24303	17	73835571	73849213	baseline	baseline	DUP	DUP	gridss257bf_739o	9	13642	2.2813	6.1767	DUP	DUP	gridss257bf_739o	9	13642	6.1767	2.231	tandem_duplication	tandem_duplication	tandem_duplication
PD24303	22	36690000	36698205	no	no	DUP	DUP	gridss287bf_67o	7	8205	3.9205	7.8081	DUP	DUP	gridss287bf_67o	7	8205	7.8081	4.1814	not_analyzed	not_analyzed	excluded
PD24304	3	168251149	168258005	no	no	DUP	DUP	gridss66bf_677o	27	6856	5.0407	7.2587	DUP	DUP	gridss66bf_677o	27	6856	7.2587	5.0572	not_analyzed	not_analyzed	excluded
PD24307	1	161466333	161528106	no	no	DUP	DUP	gridss16bf_3293o	14	729610	6.5113	9.8767	DEL	DEL	gridss16fb_4974o	16	26368805	10.2617	8.7958	not_analyzed	not_analyzed	excluded
PD24307	1	162101416	162111638	no	no	INV	t2tINV	gridss16bb_4608o	20	5956671	8.7958	12.003	INV	h2hINV	gridss16ff_4473o	13	25785517	12.003	8.3153	not_analyzed	not_analyzed	excluded
PD24307	1	162124434	162195943	no	no	DUP	DUP	gridss16bf_4660o	17	25531060	8.3153	12.0291	DUP	DUP	gridss16bf_3293o	14	729610	10.5467	8.1313	not_analyzed	not_analyzed	excluded
PD24307	1	173274627	174550148	no	no	INV	t2tINV	gridss17bb_7094o	24	11751426	6.0934	9.3755	INV	h2hINV	gridss17ff_10582o	32	5691404	11.0543	6.7234	not_analyzed	not_analyzed	excluded
PD24307	1	175728483	175949546	no	no	DUP	DUP	gridss17bf_12985o	14	2294889	6.7234	9.3319	DEL	DEL	gridss17fb_22548o	15	3382142	9.3319	6.9209	not_analyzed	not_analyzed	excluded
PD24307	1	175958870	175976617	no	no	INV	t2tINV	gridss17bb_13695o	27	11694282	6.9209	9.7973	INV	h2hINV	gridss16ff_16998o	18	7918165	9.7973	6.8317	not_analyzed	not_analyzed	excluded
PD24307	1	178007398	178023372	no	no	INV	t2tINV	gridss17bb_18055o	15	9647651	6.8317	9.6612	DUP	DUP	gridss17bf_12985o	14	2294889	9.6612	6.5568	not_analyzed	not_analyzed	excluded
PD24307	1	179951357	180241552	no	no	INV	t2tINV	gridss15bb_17110o	15	22517459	7.8456	10.2008	INV	h2hINV	gridss17ff_10582o	32	5691404	10.2008	5.6439	not_analyzed	not_analyzed	excluded
PD24307	1	185026054	185683467	no	no	INV	t2tINV	gridss17bb_7094o	24	11751426	5.253	10.1881	INV	h2hINV	gridss16ff_3124o	10	24211912	10.1881	8.6563	not_analyzed	not_analyzed	excluded
PD24308	1	30387326	30555393	no	no	INV	t2tINV	gridss3bb_49o	30	337494	8.7793	14.3496	INV	h2hINV	gridss3ff_1511o	38	11343	14.2614	5.1339	not_analyzed	not_analyzed	excluded
PD24308	1	73182268	73241616	no	no	INV	t2tINV	gridss7bb_8618o	30	1821	7.901	9.9654	INV	h2hINV	gridss4ff_11245o	26	29581501	9.9654	6.3066	not_analyzed	not_analyzed	excluded
PD24308	1	74169284	74218993	baseline	no	DUP	DUP	gridss7bf_11033o	86	49709	2.7024	16.3686	DUP	DUP	gridss7bf_11033o	86	49709	19.036	6.7739	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD24308	2	25772158	25841584	below_baseline	no	INV	t2tINV	gridss27bb_9597o	59	4099983	3.081	12.0529	DEL	DEL	gridss27fb_12898o	12	24994467	12.0529	10.6486	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD24308	2	25999908	26109999	below_baseline	below_baseline	INV	t2tINV	gridss27bb_10218o	70	16932391	3.1599	12.946	INV	h2hINV	gridss27ff_10594o	78	16416828	12.946	3.041	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24308	2	27430829	28116279	below_baseline	below_baseline	DUP	DUP	gridss27bf_12775o	61	52334208	3.041	13.3421	INV	h2hINV	gridss27ff_16088o	52	14835352	13.4715	3.3191	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24308	2	42352461	42526827	baseline	baseline	INV	t2tINV	gridss29bb_1244o	80	1212619	3.9149	14.3649	INV	h2hINV	gridss27ff_10594o	78	16416828	14.3649	3.9156	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24308	2	42932299	42951631	baseline	baseline	INV	t2tINV	gridss27bb_10218o	70	16932391	3.9156	14.2726	INV	h2hINV	gridss27ff_16088o	52	14835352	14.2726	4.36	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24308	2	44994540	45358048	baseline	baseline	BND	TRA	gridss29bf_9359h	59	NA	4.1561	13.5244	INV	h2hINV	gridss27ff_19622o	69	15449034	13.5244	4.2409	translocation	intrachromosomal_complex	translocation
PD24308	2	49464377	49567063	no	no	DUP	DUP	gridss29bf_20229o	60	31124363	5.9912	13.3296	DEL	DEL	gridss29fb_27487o	48	1258829	13.3296	5.6112	not_analyzed	not_analyzed	excluded
PD24308	2	50836051	50839834	no	baseline+1	DEL	DEL	gridss27fb_12898o	12	24994467	11.9578	13.0949	MULTIPLE	h2hINV	gridss27ff_9839o	55	24984740	13.9355	4.6242	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD24308	2	54440883	54443310	no	no	DEL	DEL	gridss27fb_22931o	34	25317146	7.8374	14.7765	INV	h2hINV	gridss29ff_7900o	37	10351040	14.7765	8.0843	not_analyzed	not_analyzed	excluded
PD24308	2	79215707	79675174	no	no	INV	t2tINV	gridss32bb_17851o	19	3556	7.3519	11.1187	DUP	DUP	gridss27bf_17370o	40	50753529	15.7044	11.7494	not_analyzed	not_analyzed	excluded
PD24308	2	96580749	96935488	no	no	DEL	no	no	NA	NA	38.9645	22.7917	BND	TRA	gridss34ff_4203o	68	NA	22.7917	6.721	not_analyzed	not_analyzed	excluded
PD24308	2	96935513	98826668	no	no	DEL	DEL	gridss34fb_4056o	82	354765	6.721	22.4219	BND	TRA	gridss34ff_11864o	37	NA	13.2112	6.9732	not_analyzed	not_analyzed	excluded
PD24308	2	171845490	172634879	no	no	BND	TRA	gridss11bb_17157o	12	NA	11.2122	14.1472	INV	h2hINV	gridss42ff_6401o	13	736	10.3824	8.3099	not_analyzed	not_analyzed	excluded
PD24308	6	26055257	28306177	no	no	DUP	DUP	gridss108bf_16495o	28	2250920	11.0985	18.4111	DUP	DUP	gridss108bf_16495o	28	2250920	18.3481	10.9658	not_analyzed	not_analyzed	excluded
PD24308	6	54016126	55482249	no	no	BND	TRA	gridss111bf_17639o	84	NA	8.2864	23.5548	INV	h2hINV	gridss111ff_25803o	106	65586	26.6554	9.9362	not_analyzed	not_analyzed	excluded
PD24308	7	53842773	59554330	baseline	no	INV	t2tINV	gridss128bb_9904o	76	3202	2.9618	20.0523	CENTROMERE	no	no	NA	NA	9.8694	7.378	fold_back_inversion	not_analyzed	fold_back_inversion
PD24308	8	99950932	99959141	no	no	INV	t2tINV	gridss149bb_4639o	11	8209	10.3296	12.028	INV	t2tINV	gridss149bb_4639o	11	8209	12.028	11.9968	not_analyzed	not_analyzed	excluded
PD24308	8	100274268	103342069	no	no	DUP	DUP	gridss149bf_5154o	69	3067801	11.9968	22.2001	DUP	DUP	gridss149bf_5154o	69	3067801	23.9441	11.079	not_analyzed	not_analyzed	excluded
PD24308	8	104202732	104699548	no	no	DEL	DEL	gridss149fb_8572o	56	3917368	11.079	20.6281	DEL	DEL	gridss149fb_28583o	27	2660063	17.9899	11.2255	not_analyzed	not_analyzed	excluded
PD24308	8	109048775	109377343	no	no	INV	t2tINV	gridss150bb_4791o	31	19679698	8.5444	12.4345	INV	h2hINV	gridss150ff_338o	41	3777161	12.4345	6.1178	not_analyzed	not_analyzed	excluded
PD24308	8	116657953	116671362	no	no	INV	t2tINV	gridss151bb_1614o	27	76	6.845	9.4613	BND	TRA	gridss42ff_5088o	27	NA	12.0647	7.3251	not_analyzed	not_analyzed	excluded
PD24308	8	116714031	117231089	no	no	DEL	DEL	gridss147fb_17427o	37	32814428	8.7876	12.1109	INV	h2hINV	gridss151ff_2661o	14	11866742	12.1109	9.4084	not_analyzed	not_analyzed	excluded
PD24308	8	127017581	130349848	no	below_baseline	INV	t2tINV	gridss152bb_1384o	40	13	5.762	15.8131	INV	h2hINV	gridss152ff_21818o	NA	4967847	16.1449	2.156	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD24308	8	132344152	132815093	below_baseline	no	INV	t2tINV	gridss152bb_23710o	40	14	2.156	11.0354	INV	h2hINV	gridss152ff_15061o	25	3706149	14.8929	11.0858	fold_back_inversion	not_analyzed	fold_back_inversion
PD24308	8	135162924	135317695	below_baseline	baseline	INV	t2tINV	gridss152bb_8036o	70	6710012	2.2175	16.1665	INV	h2hINV	gridss152ff_21818o	NA	4967847	16.1665	4.2822	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD24308	9	11872672	14229124	no	no	BND	TRA	gridss111fb_31631o	41	NA	7.0308	13.0403	INV	h2hINV	gridss155ff_9592o	11	1889	11.4995	10.7733	not_analyzed	not_analyzed	excluded
PD24308	11	32122719	32126565	no	no	BND	TRA	gridss145fb_9546h	9	NA	8.9204	12.1696	BND	TRA	gridss185ff_539o	20	NA	12.1696	6.6998	not_analyzed	not_analyzed	excluded
PD24308	11	40446182	42673243	no	baseline+1	BND	TRA	gridss108bb_17635h	14	NA	7.6283	10.0562	BND	TRA	gridss109bf_4930h	56	NA	11.7187	3.8801	not_analyzed	translocation	translocation
PD24308	11	48270636	48288499	baseline+1	baseline+1	BND	TRA	gridss29fb_1798h	91	NA	3.8801	14.4558	BND	TRA	gridss29bf_9359h	59	NA	14.4558	3.948	translocation	translocation	translocation
PD24308	13	26315632	31034000	no	baseline	BND	TRA	gridss109bb_7973h	17	NA	4.6694	7.3847	NONE	no	no	NA	NA	6.3094	2.3895	not_analyzed	no_supporting_sv	intrachromosomal_complex
